ID,Account,Date,Description,Amount
937329388c0c8a10dbb006ab3d1656d8c5b51132,RBC Chequing,4/6/2026,SCHEDULED PAYMENT ONLINE TRANSFER,-2500.00,cad
f61f8bb622606b57636ad3ce08350cbde30e7f52,RBC Chequing,4/10/2026,PAYROLL DEPOSIT BURNABY #41 TEA,1465.00,cad
0b767ebed8ce8b3de8163053411ff9627d0d926b,RBC Chequing,4/10/2026,PAYROLL DEPOSIT IBM Canada Ltd.,5812.50,cad
02b46f6acd29cd2a0d9003237730bbfe39ced828,RBC Chequing,4/14/2026,HYDRO BILL PMT B.C. HYDRO-PAP,-97.21,cad
060926e0c52a23f743ac0b649ba54831b498021d,RBC Chequing,4/14/2026,CHEQUE - # 070,-25.00,cad
84e0254d31aed68098a4bfa92bf77db5a9578980,RBC Chequing,4/14/2026,CHEQUE - # 067,-125.00,cad
73eeeff30905d4d29c80f45028b005362129c3b5,RBC Chequing,4/17/2026,C-IDP PURCHASE-0932 FORKS TRADING C,-16.77,cad
2b52013e8595069482cf6f8de2d7e41aebd79b89,RBC Chequing,4/20/2026,C-IDP PURCHASE-0888 SAFEWAY #4913,-46.16,cad
9a27723a1fdf37863b17e2337c9d7123a1c202b3,RBC Chequing,4/21/2026,Transfer WWW TRANSFER - 2080,-11542.93,cad
e5d5b7721127dc6fc6c8cd3595031a2a5c03bcd9,RBC Chequing,4/22/2026,C-IDP PURCHASE-3378 FOOT LOCKER CAN,-99.75,cad
8fc4559d1ccb2340b4e5e20b8be86f2c2a27b0c7,RBC Savings,4/1/2026,DEPOSIT INTEREST,1.34,cad
c8f40555deeb67e9fb13df72da2646a493be73af,RBC Savings,4/1/2026,BONUS DEP INT,0.06,cad
94bd5f24ad4f5bd54d3cfc1f8240579ef5c4cca8,RBC Savings,4/13/2026,E-TRF AUTODEPOSIT,16.25,cad
7d374d8498757fccb9a448c989e4ad1913424737,RBC Savings,4/13/2026,E-TRF AUTODEPOSIT,117.55,cad
871e0e65b3a713f401403f6b78f6c0a9817e7984,RBC Savings,4/14/2026,E-TRF AUTODEPOSIT,81.25,cad
681990ff7c879925109c79d5288511ab00206f75,RBC Savings,4/22/2026,E-TRF AUTODEPOSIT,81.25,cad
643c20039381e9f44b244fd3d4f48ef180f7119d,RBC Visa,3/15/2026,MARRIOTT POS DES SPRNG 863-688-7,-123.47,cad
281530407d766a41a6a201388c1ceb079a69f38d,RBC Visa,3/15/2026,ICONS SPORTS BAR & GRI RICHMOND BC,-75.47,cad
2d7c570caac150983e24129d708b8b4ea9cb5f54,RBC Visa,3/16/2026,APPLE.COM/BILL 866-712-7753 ON,-12.31,cad
d2e85ab841e00d12b80cd3b2af0379a27524d784,RBC Visa,3/16/2026,RALPHS #0027 PALM DESERT CA,-327.46,cad
1d88a06bb940fe998d0f12873ca5642f071d53c8,RBC Visa,3/17/2026,HANDELS HOMEMADE PALM DE PALM DE,-25.53,cad
4332e42af04b6630915729c60258cc82458aa4b8,RBC Visa,3/17/2026,TARGET 00009407 PALM DESERT CA,-67.62,cad
d109c5bbc595291282f334a3dd51e3551c72e9cc,RBC Visa,3/17/2026,WHOLEFDS PMD #10359 PALM DESERT,-27.63,cad
1ea73832356364132b39016b24557788519a709b,RBC Visa,3/18/2026,MARRIOTT POS DES SPRNG 863-688-7,-9.18,cad
bace9eb0bb7af223f0005d2070e3c5fc121011ff,RBC Visa,3/18/2026,MARRIOTT DESERT SPRINGS VPalm Desert CA,-12.81,cad
608e2355bc8dcbc4073dba3272d46e80f1d7d176,RBC Visa,3/19/2026,RALPHS #0027 PALM DESERT CA,-177.91,cad
ad64e3e8a8989fccb4a75508711a1c925b80293a,RBC Visa,3/19/2026,MARRIOTT POS DES SPRNG 863-688-7,-41.34,cad
ce0de2802182045c0c51fc7a689de5cbf3f15cec,RBC Visa,3/20/2026,MARRIOTT POS DES SPRNG 863-688-7,-61.31,cad
e9eb6cec9d530016079f1afb7c30abfa9b1f4372,RBC Visa,3/22/2026,Netflix.com 866-716-0414 ON,-21.27,cad
ef9a5547b71d3a940dd42ad6f9e29cb74949e5de,RBC Visa,3/22/2026,APPLE.COM/BILL 866-712-7753 ON,-1.44,cad
65c868c1c943c8e2c35992a46f735c5cdc355ed7,RBC Visa,3/22/2026,EXXON CIRCLE K 09481 PALM DESERT,-11.37,cad
043e0e7cb7b2489e5a274dc7d9d058056891df7a,RBC Visa,3/22/2026,EXXON CIRCLE K 09481 PALM DESERT,-33.14,cad
cade1add27ba2ed11c111d19a06cbad0260e8549,RBC Visa,3/22/2026,THRIFTY FOODS #9470 PORT MOODY BC,-122.85,cad
87ea2bbef076acad20d16c279e2f41fd2b088b49,RBC Visa,3/23/2026,PARK'N FLYVANCOUVER RICHMOND BC,-177.81,cad
6df5f4d19b714f8383a47bc60853b85414481315,RBC Visa,3/23/2026,RBC LIFE INSURANCE CO. MISSISSAUGA ON,-54.72,cad
1aebe8aa9266e1f3f7a5b1dcc9c937d1dbb7fcce,RBC Visa,3/23/2026,Kokomo - Commercial Vancouver BC,-48.30,cad
e58a933e62a60a0f574f6976156f6e2b14cb61a0,RBC Visa,3/23/2026,AMZN Mktp CA*B59D08JR1 866-216-1072 ON,-39.18,cad
69d1b09613870ea4fe9688dd889a419740dc551c,RBC Visa,3/23/2026,SQ *H&B HOSPITALITY COMPAPort Moody BC,-7.40,cad
cdaf3df9f5c97188c1a53809e304410029807c2a,RBC Visa,3/24/2026,BUDGET RENT A CAR PALM SPRINGS CA,-960.86,cad
b2c131df1d3400def8aa2fdf534292617a24270d,RBC Visa,3/24/2026,Amazon.ca*BD53R3R60 866-216-1072 ON,-35.82,cad
ebd1aebb356c2a3b4825899357fe5a8b5e8f13ef,RBC Visa,3/24/2026,Sprouted Oven Abbotsford BC,-41.71,cad
468a2c3199e4a09897b49ca7ffdc2d868193ced2,RBC Visa,3/25/2026,SAFEWAY #4913 BURNABY BC,-155.92,cad
2b94115c15a302ce70839a58af5c5e25bb3c08fc,RBC Visa,3/26/2026,CLR*Block 8 Academy 778-8939706 BC,-752.49,cad
59c037354f631e5eae511fd7a924a7acce5190f8,RBC Visa,3/26/2026,MOODY MEAT MARKET PORT MOODY BC,-22.50,cad
4e15a32bf4b1e75df5452be5642ae6631969de11,RBC Visa,3/26/2026,PC EXPRESS 1526 COQUITLAM BC,-231.73,cad
4289e7fa38fed994828ae53300c624ec1bd52a0b,RBC Visa,3/27/2026,Amazon Channels amazon.ca BC,-13.43,cad
b410f82ec27dfa36e97a1176ddd4cc5c42aa1795,RBC Visa,3/27/2026,NEW PORT LIQUOR STORE PORT MOODY BC,-29.25,cad
203ef2913e28ceb26cbf3534b80d39a43252b94c,RBC Visa,3/27/2026,SAVE ON FOODS PORT MOODY BC,-7.87,cad
a503298e5447473fb8696072c4a681a4c4c98140,RBC Visa,3/27/2026,SQ *CASA DEL PANE BAKERY Port Moody BC,-6.49,cad
99334de87c8a31b62b1b4aea5ddcff588db46eeb,RBC Visa,3/28/2026,PARKING PPL TORONTO ON,-1.50,cad
8ad7c8d44ea2f8d9c3c71cf72d3f14cefb0b18d0,RBC Visa,3/28/2026,SieBro Bakers Ltd. Port Moody BC,-26.25,cad
0010efdf04db9f5cdc83359c5f3dde714ee26d6d,RBC Visa,3/28/2026,UBER CANADA/UBERTRIP TORONTO ON,-20.64,cad
4d7fe1233bd83a6c2e23512e4e5690347bee1abd,RBC Visa,3/28/2026,COQ CITY CENTRE AQUATI COQUITLAM BC,-7.06,cad
0ef5dc102160c36dc46fe94229f278b44196553f,RBC Visa,3/28/2026,NBX*ROCKY POINT SAILIN 604-9311734 BC,-275.00,cad
7f65f1418d2cadf7a2e92785f4fffb53022f8704,RBC Visa,3/28/2026,WAL-MART SUPERCENTER#1208COQUITLAM BC,-39.65,cad
783863c52b8d945e7315a37be7ed5f04d154ba23,RBC Visa,3/28/2026,THRIFTY FOODS #9470 PORT MOODY BC,-72.43,cad
d9fa7e702ef0cb96b908bb55ec8d83c71a271fdf,RBC Visa,3/29/2026,TST-John B Pub Coquitlam BC,-80.24,cad
adaf09962283eefba2997419f7f4ac86598345f2,RBC Visa,3/29/2026,SQ *CAFFE DIVANO PORT MOOPort Moody BC,-70.04,cad
74a67efd10cbd2745be336a7856d8c534d5987e9,RBC Visa,3/29/2026,THRIFTY FOODS #9470 PORT MOODY BC,-60.88,cad
10c097b89f9b7be09f73f7a7c1cf9f95f6c92639,RBC Visa,3/29/2026,UBER CANADA/UBEREATS TORONTO ON,-37.07,cad
85fe675c8ac3e66a708104bfd53bee825a69763b,RBC Visa,3/31/2026,CHV43105 PORT MOODY ON PORT MOODY BC,-85.71,cad
c39f6d49071f21b0faf722fb8c54eaa55ca6782a,RBC Visa,3/31/2026,PC EXPRESS 1526 COQUITLAM BC,-304.25,cad
de9fc0f760ee9afd1694ec484cc14f07e750e864,RBC Visa,4/1/2026,PAYMENT - THANK YOU / PAIEMENT - MERCI,6202.68,cad
d30445004ce49f2eec47627d11b3d97f73384a8f,RBC Visa,4/1/2026,FIFACAN - 11364196 Toronto ON,-2100.00,cad
d0004abe9171f7fd98f31f541e1691a390f4b99f,RBC Visa,4/1/2026,POMME NATURAL MARKET PORT COQUITLABC,-192.51,cad
f431e094c6c8e486eab5e0f4a8c9a723d5de3533,RBC Visa,4/1/2026,Amazon.ca*BG87F4EA0 866-216-1072 ON,-70.65,cad
29640797dc7644284f29c1a7cb7ca64e1f3e66ca,RBC Visa,4/1/2026,AIRBNB * HMFNRKAAQF AIRBNB.COM,-350.88,cad
d2ea667931eeeecac4c6591f8dc9eaaeaa181fe6,RBC Visa,4/1/2026,DR. KIRA ND NORTH VANCOUVBC,-275.00,cad
2d9a007187cca27b70962e27edc570f2431b4ab6,RBC Visa,4/1/2026,WAL-MART SUPERCENTER#1208COQUITLAM BC,-43.49,cad
cbfe3d7cf660d7e7b8156949e676a8c3a30316f9,RBC Visa,4/2/2026,THRIFTY FOODS #9470 PORT MOODY BC,-123.13,cad
51b6dad395cf892b3526cf16011e1b684644516e,RBC Visa,4/2/2026,APPLE.COM/BILL 866-712-7753 ON,-12.31,cad
c45fa664e9ef10eb90bb648c9f6f329823b0a3b7,RBC Visa,4/2/2026,BAM*CAMP STEAM 519-870-8762 ON,-86.02,cad
9e407bb47ad181c5d783fa6e912c6bed25ea4db9,RBC Visa,4/2/2026,BC LIQUOR #137 KENSING BURNABY BC,-68.42,cad
e45138ba7752b179491202b8e10fc54cea2887b6,RBC Visa,4/3/2026,SPORTPY*THE PORT MOODY SOPORT MOODY BC,-130.00,cad
c05f468803b7e714ebfc25ad6ad6c8e04a42ff96,RBC Visa,4/3/2026,APPLE.COM/BILL 866-712-7753 ON,-16.79,cad
1b5c070c1b99339d650d3ab6b12dc6be3d8422e7,RBC Visa,4/3/2026,SQ *CAFFE DIVANO PORT MOOPort Moody BC,-15.28,cad
3db4d0e2c48a637eb632bb1f66e2efefcdff1372,RBC Visa,4/4/2026,DISNEY PLUS 407-5662897 CA,-17.91,cad
e7f0350ae23982e4902c2bd8cee0801306ae6e63,RBC Visa,4/4/2026,ESSO 7-ELEVEN 37877 ABBOTSFORD BC,-98.49,cad
032d857ceee98db8fb9c0fa35db08ddb7ad1dd8f,RBC Visa,4/4/2026,TST-Yellow Dog Brewing Port Moody BC,-9.25,cad
37a63d35d371e54bc3b450ad2a27c3359e38f73e,RBC Visa,4/4/2026,TST-Yellow Dog Brewing Port Moody BC,-8.05,cad
c7dac36c8fa242547036826568f5a5d8cd4ae1ab,RBC Visa,4/4/2026,TST-Yellow Dog Brewing Port Moody BC,-13.21,cad
e7ee5ca4632fd49b1f0778b755a5447854d652ee,RBC Visa,4/4/2026,TST-Yellow Dog Brewing Port Moody BC,-27.24,cad
0eaa161d45702badcb7b50ba42f9266e4859cc3c,RBC Visa,4/5/2026,VIVIO FLOWER GALLERY PORT MOODY BC,-21.23,cad
a86debe6adc2c47fd593e2e1b57941ba808bbfb6,RBC Visa,4/6/2026,SAVE ON FOODS PORT MOODY BC,-166.99,cad
9c3b3e4289f7e93f11d76f908c23ef05ae5f3778,RBC Visa,4/6/2026,PHO HOLIDAY PORT MOODY BC,-68.77,cad
c6b430225d9a2a8244ee7120ed41a416ac3f516f,RBC Visa,4/6/2026,WWW.LIFEONTHECOURT.COM REGINA SK,-29.99,cad
0ccee0f941cd28813b1c1103ea984c904b49d08f,RBC Visa,4/6/2026,AMZN Mktp CA*BC9RH5OP0 866-216-1072 ON,-29.11,cad
1ad2eb79512781c75984fd93b4cd2337e15e645b,RBC Visa,4/6/2026,MOODY ELEM*MUNCHALUNCH VANCOUVER BC,-37.00,cad
cf620244ea155bc42108858936a99bd22dc94759,RBC Visa,4/7/2026,PEDALHEADS 888-8866464 BC,-346.50,cad
1502d422cffcfba211b17db1d5aa99f211af7118,RBC Visa,4/7/2026,WILDFLOWER BEAUTYBAR INC.PORT MOODY BC,-412.65,cad
b0eee399d174640993be74bb6aeffe8e68485fb6,RBC Visa,4/7/2026,PEDALHEADS 888-8866464 BC,-287.70,cad
452345097528248d6fd701a93b23f615c9786f16,RBC Visa,4/7/2026,SQ *TIMBERTRAIN PORT MOODPort Moody BC,-7.61,cad
fb60c7bb3b7523a32016437dd61ca45943785955,RBC Visa,4/8/2026,BURNABY MOUNTAIN GOLF 7 BURNABY BC,-15.75,cad
0939275fbdb9c2388a97c9bb08b7cf9a0c7bbbec,RBC Visa,4/8/2026,SQ *JJ BEAN COFFEE ROASTEBurnaby BC,-11.76,cad
f14b2ac6189dd1eb8b7ffc9f0165aa4981c3f0b4,RBC Visa,4/9/2026,BC PARKS CAMPING VICTORIA BC,-324.90,cad
c0c73fdc95e446ddb66846847d77d3701d4288a0,RBC Visa,4/9/2026,ALLIED COAST THERAPY PORT MOODY BC,-23.00,cad
793f24ec910c074a71398790b67bc13300e569ec,RBC Visa,4/9/2026,THRIFTY FOODS #9470 PORT MOODY BC,-75.47,cad
70d6f18d75084a284f14434d8d636939c057d264,RBC Visa,4/10/2026,RONA COQUITLAM 61260 COQUITLAM BC,-35.83,cad
9bcefa8c04369b510224b62d9727a41221ac88cd,RBC Visa,4/10/2026,SQ *PORT MOODY Port Moody BC,-22.00,cad
ec4803d220feb3ff262ab34b92e595343600871d,RBC Visa,4/10/2026,Audible CA*KN3326I43 Amzn.com/billNJ,-16.74,cad
53e7b99833f4724ada62883d05f49dba0b32b5ea,RBC Visa,4/11/2026,LS GREENTEE COUNTRY C LANGLEY BC,-122.50,cad
25e87d2bac15c4e126060731563e2c50c2ef1560,RBC Visa,4/11/2026,THE FORT PUB LANGLEY BC,-102.88,cad
b3cf9b2a2861041d3e14f29f35bce4e24ef8e655,RBC Visa,4/11/2026,GREENTEE GOLF C.C. LAN LANGLEY TOWNSBC,-5.00,cad
e08aa6a4895be2fcdd3af99a4ab3a6f72d8e5c45,RBC Visa,4/11/2026,WAL-MART SUPERCENTER#1208COQUITLAM BC,-114.09,cad
9132098dd11413cf8be9de65cf5df7b98c910739,RBC Visa,4/11/2026,POMME NATURAL MARKET PORT COQUITLABC,-230.20,cad
fc62e3310f23ca9b2aa5e1ab66acca3b43adf54d,RBC Visa,4/12/2026,COMPASS VENDING BURNAB BURNABY BC,-3.35,cad
fc62e3310f23ca9b2aa5e1ab66acca3b43adf54d,RBC Visa,4/12/2026,COMPASS VENDING BURNAB BURNABY BC,-3.35,cad
197140af584e8f6ba9701d1e7ca487f6f2a78f8e,RBC Visa,4/12/2026,SQ *KIZZY'S MACARONS Maple Ridge BC,-4.00,cad
1fcfb030841f6bd6955a5e65c20e7132c1221cfa,RBC Visa,4/12/2026,SQ *FIGS AND OLIVES FOOD Coquitlam BC,-5.00,cad
63efba9cf004cc3df1f9152a45345b29f3a58d31,RBC Visa,4/12/2026,THRIFTY FOODS #9470 PORT MOODY BC,-34.68,cad
53e0d297df3afbbf2b8ca4af9c476039e5a890cf,RBC Visa,4/12/2026,ESSO 7-ELEVEN 37877 ABBOTSFORD BC,-82.36,cad
05d0a5b7fade409672e797e7b0e9d51531b31f41,RBC Visa,4/13/2026,ROSSER BURNABY PHARMAS BURNABY BC,-10.07,cad
1b0f20042f86bbd041d39d76be947b93bd8b05d8,RBC Visa,4/13/2026,STRIPPED WAX BAR INC 5 PORT MOODY BC,-48.30,cad
ec67d76c66f7731efbadc850b293705997ef1a28,RBC Visa,4/13/2026,J. DIEM HAIR & NAIL SALO BURNABY BC,-72.45,cad
ce0e02c626d9ce34717608acae92f8c38a7c8b2f,RBC Visa,4/13/2026,SQ *JJ BEAN COFFEE ROASTEBurnaby BC,-6.40,cad
b74f6ae3b0cd361d31c69489a539f305946b63df,RBC Visa,4/14/2026,COMPASS VENDING BURNAB BURNABY BC,-4.85,cad
0caaab79639fb11614cb3850ea7430e2327c9168,RBC Visa,4/14/2026,PC EXPRESS 1526 COQUITLAM BC,-281.76,cad
ce9ac34e4f22a641089b8cd71ca6fedd64a012cd,RBC Visa,4/15/2026,COMPASS VENDING BURNAB BURNABY BC,-1.75,cad
cfa6135c9eb391ea01c6ab35a882b985701d8bc3,RBC Visa,4/13/2026,SAFEWAY #4913 BURNABY BC,-28.83,cad
5632ed97fd20d3b62dfe59ef0a960942a73847ff,RBC Visa,4/13/2026,SAFEWAY #4913 BURNABY BC,-27.03,cad
08c2a1392aa40eb5ef09a0f24423294b59ed24f2,RBC Visa,4/14/2026,CACTUS CLUB BENTALL VANCOUVER BC,-42.11,cad
2c6a98fc0cc0928bd11a40e3e35a66e3e3cb7250,RBC Visa,4/14/2026,CANUCKS SPORTS QUICK S VANCOUVER BC,-16.66,cad
9fc8b9ddb8998333c365f1100217998865354aa4,RBC Visa,4/14/2026,STARBUCKS 04453 BURNABY BC,-4.88,cad
eb80e61ce3e0920b95b3c4bb36141dd57ea07494,RBC Visa,4/15/2026,COMPASS ACCOUNT BURNAB BURNABY BC,-3.35,cad
15d1a9e00fd85309d1eafa1a4311e76d909b1c93,RBC Visa,4/15/2026,AMZN Mktp CA*B76SZ2SY1 866-216-1072 ON,-22.39,cad
9abbe26fe2972c12738cb60288ed9f22d2aaff66,RBC Visa,4/16/2026,APPLE.COM/BILL 866-712-7753 ON,-12.31,cad
662274bd317a52fa54c166afa19526b8c8a900f0,RBC Visa,4/16/2026,UBER CANADA/UBERTRIP TORONTO ON,-61.79,cad
3f4a7f63eddd7e341fca8610dbabbc1e22b9548b,RBC Visa,4/16/2026,UBER CANADA/UBERTRIP TORONTO ON,-9.26,cad
acd624a3ca3d030bd4f6f298ca7e8a10923e3477,RBC Visa,4/16/2026,CLR*Block 8 Academy 778-8939706 BC,-92.06,cad
472766ca53a306388cb684a7e4be5835a8860c83,RBC Visa,4/16/2026,ALLIED COAST THERAPY PORT MOODY BC,-27.00,cad
d5891486b0e7df7c2bfb94f48cb5877fd6fc0137,RBC Visa,4/16/2026,HANGAR 49 TAP&TAVERN Y RICHMOND BC,-27.88,cad
d2ec8ebaf69fc6ed2d40c5827a59f34d3cb7fbb8,RBC Visa,4/16/2026,STARBUCKS PIER A VANCOUVER BC,-5.83,cad
374bdbbd2459089ba555873e96c0a1b4308dcc1a,RBC Visa,4/17/2026,ELLEMENT WINE & SPIRITS WINNIPEG MB,-47.04,cad
1f3621e83db3b67467d68668ac6fd3decbd5d9f1,RBC Visa,4/17/2026,SQ *THE COMMON Winnipeg MB,-17.92,cad
1daf11aacc2800558d870c90e636b28ad4dbbad5,RBC Visa,4/17/2026,Fusian Experience Winnipeg MB,-39.20,cad
e9c481d492b9089048c95695d9129a143fb924a7,RBC Visa,4/17/2026,FORKS TRADING COMPANY WINNIPEG MB,-14.55,cad
cd9c9aa4d6f3d8704e10664835019d79202c7729,RBC Visa,4/18/2026,PARKING PPL TORONTO ON,-2.25,cad
27b06291fd9cd5bfbdba65f33b37afc8b9ac602d,RBC Visa,4/18/2026,COQ CITY CENTRE AQUATI COQUITLAM BC,-7.19,cad
255b019bae5aab7b8d3718735b24dc584aa0d3e4,RBC Visa,4/18/2026,CMHR WINNIPEG MB,-23.00,cad
f23356edc31472a7035942fa372725dc3607dfba,RBC Visa,4/19/2026,SieBro Bakers Ltd. Port Moody BC,-6.25,cad
ac78cfd77d126705182cc2b461234ecfd1723825,RBC Visa,4/19/2026,STELLA'S AU CCFM WINNIPEG MB,-141.86,cad
2a68cb0c1e871e8f2e7c78655217b635af75b1d1,RBC Visa,4/19/2026,Greater Vancouver Zoo ALDERGROVE BC,-225.75,cad
b37a0a8bf935e65f138a108c5c34d244212b8795,RBC Visa,4/20/2026,UBER CANADA/UBERTRIP TORONTO ON,-76.50,cad
552f61ee1bdbdb368646967e46f92e72dfc9f7e6,RBC Visa,4/21/2026,PAYMENT - THANK YOU / PAIEMENT - MERCI,11542.93,cad
956d5396fd627927ca3054d5278b0ba4b2d913b3,RBC Visa,4/19/2026,THRIFTY FOODS #9470 PORT MOODY BC,-179.68,cad
5cea9aa14638029a8db4658d154ce3d655c1e5ee,RBC Visa,4/21/2026,PC EXPRESS 1526 COQUITLAM BC,-161.35,cad
3acca58924655d02dac4e40c5cc2fb138aa7dde4,RBC Visa,4/22/2026,Netflix.com 866-716-0414 ON,-21.27,cad
