ID,Account,Date,Description,Amount
552f61ee1bdbdb368646967e46f92e72dfc9f7e6,RBC Visa,4/21/2026,PAYMENT - THANK YOU / PAIEMENT - MERCI,11542.93,cad
5cea9aa14638029a8db4658d154ce3d655c1e5ee,RBC Visa,4/21/2026,PC EXPRESS 1526 COQUITLAM BC,-161.35,cad
3acca58924655d02dac4e40c5cc2fb138aa7dde4,RBC Visa,4/22/2026,Netflix.com 866-716-0414 ON,-21.27,cad
1fe26d837f8047297190f511493b8f863a14ac27,RBC Visa,4/22/2026,APPLE.COM/BILL 866-712-7753 ON,-1.44,cad
c96319ead376d9e9d4c60d0840ad4aa94e7f673e,RBC Visa,4/22/2026,WINNERS 322 COQUITLAM BC,-48.62,cad
88eda4719a0a157e7f0aeb1e2960f2298f21734e,RBC Visa,4/22/2026,THE ONE SIXTY WINE BAR ANPORT MOODY BC,-63.25,cad
0aa35d913e4cc692a9178a53902ba63e7622a237,RBC Visa,4/22/2026,SQ *H&B HOSPITALITY COMPAPort Moody BC,-7.40,cad
5f1295226018d4f179539bc81199a8f56a2f2b49,RBC Visa,4/23/2026,RBC LIFE INSURANCE CO. MISSISSAUGA ON,-54.72,cad
368f875c0a80706d097db3066b67ca7a22f75175,RBC Visa,4/23/2026,TST-Rewind Beer Co. Port Moody BC,-14.61,cad
baa8c552c668ca96c3f525f79135b2c3bec635f3,RBC Visa,4/23/2026,AMZN Mktp CA*BJ81G6EX2 866-216-1072 ON,-56.00,cad
a7f5bcb93f9eafae352c66cc1f26d334e5dffdec,RBC Visa,4/23/2026,AMZN Mktp CA*BS9XZ0N61 866-216-1072 ON,-68.53,cad
e6638c83cf9d1cc8b99aa73633199090958d9501,RBC Visa,4/23/2026,AMZN Mktp CA*BY4XP1BD0 866-216-1072 ON,-56.00,cad
275274b03d4e3352bba8f476a1a270b237f84e49,RBC Visa,4/23/2026,GOOGLE*YOUTUBE VIDEOS INTERNET NS,-14.55,cad
22cc3bc220de79d949131496e6dc71dd378299fb,RBC Visa,4/24/2026,MOODY MEAT MARKET PORT MOODY BC,-38.13,cad
31673f89088f3fda4255e3f38bb7933b6702724c,RBC Visa,4/24/2026,ANH AND CHI RESTAURANT VANCOUVER BC,-136.08,cad
499017a72b76f3484f96a338c3d1d82387619416,RBC Visa,4/24/2026,CITY OF VAN PAYBYPHONE VANCOUVER BC,-4.15,cad
72a6a663c61e44f07e780bf337a5bbebbbcfb70a,RBC Visa,4/24/2026,THRIFTY FOODS #9470 PORT MOODY BC,-5.41,cad
a5737aee795939086b00cea949c63e64acecc803,RBC Visa,4/24/2026,AMZN Mktp CA*BS2ON20Y1 866-216-1072 ON,-17.06,cad
af5af1119d4ff81bd14d7aee409b8d030d753a14,RBC Visa,4/24/2026,SAFEWAY #4913 BURNABY BC,-67.14,cad
f9c388435b08b483e60b9c0ae5854b423e3ae2fe,RBC Visa,4/25/2026,PARKING PPL TORONTO ON,-1.25,cad
9cae6238e3905bacf007e8890ca309259b2f9ac8,RBC Visa,4/25/2026,PARKING PPL TORONTO ON,-1.00,cad
3badea7733c548f89520ee0a7be194de415fb98d,RBC Visa,4/25/2026,BARNETT / JOHNSON 37889 COQUITLAM BC,-99.51,cad
e73c5a511ed467f3be310ffd3d191d846c1a80ae,RBC Visa,4/26/2026,SQ *CA CROUSTILLE BAKERY Vancouver BC,-20.50,cad
d36addfe939d63d862be6d253107cc5b4d880e6e,RBC Visa,4/26/2026,DOORDASHGOODPHOGR DOWNTOWN TOROON,-45.77,cad
ce79dfcac8d1f90793115197c01fe7eba085841d,RBC Visa,4/27/2026,ALLIED COAST THERAPY PORT MOODY BC,-27.00,cad
67f5df591d24ff308830091e771f6a7f255ba270,RBC Visa,4/27/2026,SP HEADSTER KIDS GRANBY QC,-79.73,cad
1df5e1e63c9fac5494df5ee2fcc777a683687794,RBC Visa,4/27/2026,Amazon Channels amazon.ca BC,-13.43,cad
9cba68c9f5bab587cdbf6aa2c1e5df72848e285d,RBC Visa,4/27/2026,PC EXPRESS 1526 COQUITLAM BC,-301.08,cad
d7679b196378fd525bb13aa923ba4eaa847b72e2,RBC Visa,4/28/2026,RAKUTEN KOBO INC. TORONTO ON,-14.24,cad
0bc9b2788cd16730d81e4b1c79c6b1a0f7b6a5f2,RBC Visa,4/29/2026,GARDENWORKS COQUITLAM BC,-150.56,cad
3cfb12dcb1c507bd0eeff672f91709a79fa3b2f3,RBC Visa,4/30/2026,Amazon.ca*BJ9ST7ER1 866-216-1072 ON,-117.57,cad
6315c3ed739ec251daf0dd9e3d1fc9fbdc0d47f0,RBC Visa,4/30/2026,DR. KIRA ND NORTH VANCOUVBC,-224.47,cad
a254240ce6720c3df8831259f7c05518de0a29c8,RBC Visa,4/30/2026,SQ *TIMBERTRAIN PORT MOODPort Moody BC,-11.02,cad
a862c4cd906b1462f9028e20ad5ff27ffd978370,RBC Visa,5/1/2026,GRILLSPOT INC TORONTO ON,-203.64,cad
06beab87d3a4f055ea98ffde00e5c9c987eb0a65,RBC Visa,5/1/2026,INDIGO PARK-RESERVATIO VANCOUVER BC,-2.02,cad
005edf1ef02df80e032c2e22ba885e433271fa40,RBC Visa,5/1/2026,SQ *PORT MOODY Port Moody BC,-12.40,cad
258ac7c623c30e6babd3284f1a77e3c301a70783,RBC Visa,5/1/2026,Amazon.ca*BV7NW6VR2 866-216-1072 ON,-116.25,cad
9efa7d9fd0fd07bacc079fa7b2600910848a74bf,RBC Visa,5/1/2026,SAFEWAY #4913 BURNABY BC,-133.36,cad
ca5e79a506d3249208652388f6a2019918536aee,RBC Visa,5/2/2026,SQ *SABOR A MEXICO PORT MOODY BC,-70.52,cad
3bb993518b3552f9a30e013f6ba7f8f102ee8982,RBC Visa,5/2/2026,PARKING PPL TORONTO ON,-1.25,cad
26dad1c1777fe26696a3ef250f0aca40c6056896,RBC Visa,5/2/2026,SieBro Bakers Ltd. Port Moody BC,-12.75,cad
395a215d735305fa6394fc07db6b6074f0805117,RBC Visa,5/2/2026,THRIFTY FOODS #9470 PORT MOODY BC,-71.30,cad
a4a42ddf5deafbd37ca9318c49fc515c24cacff1,RBC Visa,5/2/2026,PARKING PPL TORONTO ON,-1.50,cad
d1c3050ebef92e7371cc9549409a5a495f48a000,RBC Visa,5/2/2026,APPLE.COM/BILL 866-712-7753 ON,-12.31,cad
a1a90576ddef1dc5b1f624747f822d2b10e9ef17,RBC Visa,5/2/2026,FVHCF ABBOTSFORD BC,-52.50,cad
040096eb4d03036896bfed4915648b0bbf8552e0,RBC Visa,5/2/2026,COQ CITY CENTRE AQUATI COQUITLAM BC,-6.38,cad
1c51cd03a685e67f8213d603883ca0032351fef7,RBC Visa,5/2/2026,GAP OUTLET CA 6820 COQUITLAM BC,-23.61,cad
48526c3c48e3a8be76c9d90944f22dd120044f4f,RBC Visa,5/3/2026,BURNABY MOUNTAIN GOLF 7 BURNABY BC,-7.88,cad
080a5f7556a4ede241647bb682a72d100d259f0b,RBC Visa,5/3/2026,THE ONE SIXTY WINE BAR ANPORT MOODY BC,-65.76,cad
ee517b060a2df2aa9abdfbed4f71840358a7745e,RBC Visa,5/3/2026,APPLE.COM/BILL TORONTO ON,-16.79,cad
8df5d5e53d4e6018fdbb479f98329c314544ddab,RBC Visa,5/4/2026,DISNEY PLUS 407-5662897 CA,-17.91,cad
b468ab95e7e9fdd73a5a91339a34292989478a77,RBC Visa,5/4/2026,ALLIED COAST THERAPY PORT MOODY BC,-27.00,cad
2d2a83764d39105ef14a23e6c75d800a2f1cbbb5,RBC Visa,5/4/2026,PC EXPRESS 1526 COQUITLAM BC,-202.55,cad
5600c2c6afb8608dc43ebf36048416340660d982,RBC Visa,5/4/2026,ESSO 7-ELEVEN 37877 ABBOTSFORD BC,-69.92,cad
42b43a65ae4b9a1ca405c2741911a0045f76662b,RBC Visa,5/5/2026,THRIFTY FOODS #9470 PORT MOODY BC,-26.38,cad
685be9f01f6cbf09cced41b2fc3cc44e88ac8f5c,RBC Visa,5/5/2026,School District 43 604-9399201 BC,-28.00,cad
b21365c44ae630cf2f482132afd468d452b3c1ca,RBC Visa,5/5/2026,School District 43 604-9399201 BC,-19.00,cad
eed872bd832f6e455859c1431162750c0595b7e6,RBC Visa,5/5/2026,PEDALHEADS 888-8866464 BC,-320.25,cad
f851dc237eabbf77d28ce6f7beadf1f90b4e77a6,RBC Visa,5/5/2026,"PT MOODY PARKS, REC & CULPORT MOODY BC",-191.25,cad
c9bd15938dedfff93806877da5209bc9115eb8aa,RBC Visa,5/5/2026,"PT MOODY PARKS, REC & CULPORT MOODY BC",-95.50,cad
9298a52c0ea85c1d9a4c53d8f203fa82e9d68ae6,RBC Visa,5/5/2026,"PT MOODY PARKS, REC & CULPORT MOODY BC",-16.00,cad
5ac8bb9ee2f2a7f2dd6d587419dafcc19aeae6d7,RBC Visa,5/5/2026,"PT MOODY PARKS, REC & CULPORT MOODY BC",-166.25,cad
2f1b276969e99fc0d713c1690e1624c1fc7246cc,RBC Visa,5/5/2026,"PT MOODY PARKS, REC & CULPORT MOODY BC",-120.00,cad
c9bd15938dedfff93806877da5209bc9115eb8aa,RBC Visa,5/5/2026,"PT MOODY PARKS, REC & CULPORT MOODY BC",-95.50,cad
0d616d5b6d8e1d2d31b4c474394ac40341541ab6,RBC Visa,5/6/2026,WWW.LIFEONTHECOURT.COM REGINA SK,-29.99,cad
0aa1d4462bd30d3fc19d79fc4d8076e2f266a1da,RBC Visa,5/7/2026,MOODY MEAT MARKET PORT MOODY BC,-10.87,cad
32fa4066414b9ba569f728b916ab0fe6fd6ac31c,RBC Visa,5/7/2026,FLEXISPOT LIMITED LONDON,-503.98,cad
e221f655217d15ec7aaff24bec23d83e10534a59,RBC Visa,5/7/2026,MINT DENTAL PORT MOODY BC,-32.76,cad
f947e9b1a9e3fd4a0ae5764832ef4f91b87ec01d,RBC Visa,5/8/2026,BROWNS SH NEWPORT VILL PORT MOODY BC,-126.21,cad
dd062368d32bafbee38b7ef874f7e847bc3c23c2,RBC Visa,5/8/2026,PC EXPRESS 1526 COQUITLAM BC,-330.26,cad
c85c59e994811ce7e5cf974e2ef02190da723b42,RBC Visa,5/9/2026,PARKING PPL TORONTO ON,-2.50,cad
42285467ce6666410801a43d27e92122fdb2e053,RBC Visa,5/9/2026,SieBro Bakers Ltd. Port Moody BC,-6.25,cad
507cb2458aa380ea37a7f0604047d55e32c0925b,RBC Visa,5/9/2026,#363 SPORT CHEK PORT COQUITLABC,-155.18,cad
50abaf60ad96facd0121260e200e738f5ba31fc0,RBC Visa,5/9/2026,BC LIQUOR #205 PORT MOODY BC,-24.24,cad
1c159c757d5022b858eda3bbf5a488163ddf3b1b,RBC Visa,5/9/2026,THRIFTY FOODS #9470 PORT MOODY BC,-104.32,cad
7f1c61ac8f187486f3b9c4bc4eeaa04a20a74f4f,RBC Visa,5/10/2026,PHO HOLIDAY PORT MOODY BC,-42.26,cad
3adfc66135fcf8496e994914d0e3bc442567a465,RBC Visa,5/10/2026,BCF - ONLINE SALES & BOOKVICTORIA BC,-285.60,cad
5c9d87597819d196138ad05f80e6f83d37e5ba9a,RBC Visa,5/10/2026,BCF - ONLINE SALES & BOOKVICTORIA BC,-264.00,cad
fbca24edfbe3cd271fe3c7a7fdee7a3f5df68773,RBC Visa,5/10/2026,NEW PORT LIQUOR STORE PORT MOODY BC,-40.50,cad
b4fb00c3c2fa4eed3463a0c75c6d5cd108203ef1,RBC Visa,5/10/2026,Audible CA*HI5A22DZ3 Amzn.com/billNJ,-16.74,cad
eb9e2e393873f910eec53b9261b944d669de3a57,RBC Visa,5/10/2026,CITRUS NAIL LOUNGE PORT MOODY BC,-50.72,cad
878fa91d3f9077e2a420845ccd9bb3badf09e108,RBC Visa,5/12/2026,APPLE.COM/BILL 866-712-7753 ON,-7.83,cad
d1dfa0c1937abce024d3e276dfe8ed887d270020,RBC Visa,5/13/2026,CHV43105 PORT MOODY ON PORT MOODY BC,-89.77,cad
e4960a3a59bab7f188fc66bf1d58c242bc8a3f2f,RBC Visa,5/13/2026,LA RUOTA COQUITLAM BC,-10.95,cad
e4bbc8d98acdf01a208658fb90f8239d951a5305,RBC Visa,5/14/2026,SMILEY KIDS DENTAL BURNABY BC,-96.65,cad
b62202e1b073513fbab5a62cdfb191bc659377c3,RBC Visa,5/14/2026,ARBONNE 800-272-6663 ON,-244.96,cad
793eb1f02b01c327abbc5b8a3f35d1685333576c,RBC Visa,5/14/2026,AUTHORIZATION DUBLIN,-106.72,cad
d2aad8c213bcf041b65d47b59db8d244c719dfba,RBC Visa,5/14/2026,Amazon.ca*R54E93OT3 866-216-1072 ON,-18.27,cad
569374ab832c85a7308cf34726db8a14ddb3d8d3,RBC Visa,5/14/2026,OUTPOST 604-9323252 BC,-830.03,cad
3977829bbee91c9ac38fe292a8c360a90ca11f4f,RBC Visa,5/15/2026,PETRO-CANADA 02758 BURNABY BC,-88.43,cad
23ebdcfbaf3d4512c46c9772f6092f51b0ba2f4d,RBC Visa,5/15/2026,Amazon.ca 866-216-1072 ON,50.38,cad
3a1279e5ec47df87f9287d09b416872ac074d0d5,RBC Visa,5/15/2026,Amazon.ca 866-216-1072 ON,67.19,cad
c866638ce93ca9116497eb44c15807c4d6f4d554,RBC Visa,5/15/2026,Amazon.ca 866-216-1072 ON,89.59,cad
a3dcd56aef51c8b8420aeca94d1fde1532fff588,RBC Visa,5/16/2026,APPLE.COM/BILL 866-712-7753 ON,-12.31,cad
39087b5321685ea6254645a90897efa28831170f,RBC Visa,5/16/2026,SQ *PROVISIONS WHISTLER Whistler BC,-83.64,cad
9115070febf614bdaa0c6e9bf82d9c1955081804,RBC Visa,5/16/2026,NAGOMI SUSHI WHISTLER BC,-109.28,cad
46fbf98ff159fb870c574aba2359ead2ce82449c,RBC Visa,5/16/2026,SHOWPASS* ARTWHISTL-DY CALGARY AB,-78.00,cad
bfcefbb3ffb74876748120720013d182d1b39c32,RBC Visa,5/16/2026,THE GREAT GLASS ELEVATOR WHISTLER BC,-17.40,cad
e132ee8b2a21d2939fe1a8e64c9dec0ba7ed0435,RBC Visa,5/16/2026,FAIRMONT CHATEAU WHISTLERWHISTLER BC,-42.26,cad
261081f483a00ed03c6757b10cd368a3af3caf6e,RBC Visa,5/16/2026,BC LIQUOR #179 WHISTLER BC,-37.25,cad
ce773ceaa079f87d66ca3568300247d54694d6d8,RBC Visa,5/17/2026,Sabor Foods Ltd WHISTLER BC,-88.59,cad
6ded2cd9898e2dfa67036b2ddd0b3c81c32e720e,RBC Visa,5/17/2026,FAIRMONT CHATEAU WHISTLERWHISTLER BC,-12.08,cad
16cb8f51cfea5977543c8197095bac74f5bdd830,RBC Visa,5/18/2026,MEADOWS GOLF CENTRE PITT MEADOWS BC,-13.50,cad
2b1ff2f1c2cd93d6e8c52cabab896310f507e552,RBC Visa,5/18/2026,FAIRMONT CHATEAU WHISTLERWHISTLER BC,-68.78,cad
1b13af8a33ecdb54bb40dd918e95cf83774b5444,RBC Visa,5/18/2026,PC EXPRESS 1526 COQUITLAM BC,-297.78,cad
c4532ea3f85d8c14c0a1e9d9709c5a9a677bbfcc,RBC Visa,5/18/2026,IOCO ESSO 37872 PORT MOODY BC,-59.25,cad
f8f9bd075fecb558044bd5b27e76122934251406,RBC Visa,5/19/2026,RONA COQUITLAM 61290 COQUITLAM BC,-106.94,cad
